unique_id,Finished,ac1,ac2,ac3,bedingung,codeword,gender,age,sys_trust1,sys_trust2,sys_trust3,sys_trust4,sys_trust5,sys_trust6,sys_trust7,sys_trust8,sys_trust9,sys_trust10,sys_trust11,sys_trust12,symb_trust1,symb_trust2,symb_trust3,symb_trust4,symb_trust5,mean_sys_trust,mean_symb_trust
238,1,1,5,1,4,AR09RG3,männlich,60,4,3,2,4,1,5,5,5,5,4,5,5,3,4,4,4,3,4,3.6
240,1,1,5,1,4,OP16UM1,weiblich,22,5,5,6,3,2,3,6,6,7,5,5,7,3,5,3,2,4,5,3.4
241,1,1,5,1,5,EO23EN9,männlich,24,4,6,2,2,2,2,4,7,5,4,3,3,2,4,5,2,1,3.6666666666666665,2.8
245,1,1,5,1,5,nt03ch5,männlich,28,5,5,6,4,5,3,5,5,6,6,6,6,5,5,3,4,5,5.166666666666667,4.4
247,1,1,5,1,1,ir19en4,weiblich,29,4,6,5,2,3,6,4,6,3,4,4,4,5,4,5,4,5,4.25,4.6
249,1,1,5,1,3,LE12LN0,männlich,23,3,6,5,2,2,3,5,5,5,4,4,6,2,4,4,4,2,4.166666666666667,3.2
250,1,1,5,1,3,OB20ND8,männlich,25,5,6,3,3,3,3,3,6,4,3,3,4,3,5,5,4,2,3.8333333333333335,3.8
251,1,1,5,1,4,EN02RL9,weiblich,24,4,6,5,6,2,5,5,7,6,5,4,6,3,2,3,3,3,5.083333333333333,2.8
253,1,1,5,1,3,IS06RF0,weiblich,24,2,5,2,2,2,2,3,3,3,3,3,5,2,3,3,3,1,2.9166666666666665,2.4
254,1,1,5,1,2,IK30IW4,männlich,19,5,2,1,1,4,5,4,4,2,2,3,2,1,3,4,2,3,2.9166666666666665,2.6
257,1,1,5,1,3,UR05MM1,weiblich,23,2,4,3,2,3,2,4,3,5,3,2,3,3,2,2,3,2,3,2.4
258,1,1,5,1,2,AN10EN5,weiblich,18,3,5,5,4,5,5,6,6,5,3,2,5,2,3,3,3,3,4.5,2.8
259,1,1,5,1,5,LE14ES0,männlich,24,2,2,3,1,4,2,4,6,3,2,1,2,4,5,4,6,3,2.6666666666666665,4.4
260,1,1,5,1,1,AR17UM0,männlich,33,6,4,6,3,2,5,3,6,5,6,6,5,5,5,5,5,4,4.75,4.8
261,1,1,5,1,1,BD08IB9,männlich,25,4,3,3,4,4,5,3,5,4,5,5,5,3,4,3,4,5,4.166666666666667,3.8
263,1,1,5,1,4,AV11AD2,weiblich,32,3,6,3,3,3,7,4,7,4,3,2,4,1,2,4,3,1,4.083333333333333,2.2
264,1,1,5,1,3,EO14EN8,weiblich,25,6,6,7,7,5,7,7,7,7,6,5,7,1,2,4,3,3,6.416666666666667,2.6
265,1,1,5,1,4,AG09CE3,weiblich,20,4,6,3,3,3,4,5,5,4,5,3,4,4,3,4,3,4,4.083333333333333,3.6
267,1,1,5,1,3,ri16en6,männlich,27,5,6,7,2,5,6,3,6,6,6,4,7,2,5,2,4,2,5.25,3
268,1,1,5,1,5,In31en9,männlich,24,5,6,5,5,3,5,4,6,5,5,5,5,2,4,3,3,2,4.916666666666667,2.8
269,1,1,5,1,2,VE18EN2,männlich,31,5,5,6,4,4,6,1,7,5,5,6,5,2,3,1,3,1,4.916666666666667,2
270,1,1,5,1,2,EA07IG3,weiblich,21,4,7,5,5,3,5,7,7,4,4,4,4,2,4,4,5,2,4.916666666666667,3.4
273,1,1,5,1,4,AR02EN1,weiblich,22,6,6,6,5,2,7,6,7,6,6,7,6,2,1,2,2,1,5.833333333333333,1.6
275,1,1,5,1,3,AR27EN8,männlich,25,6,4,5,5,3,5,6,7,6,4,5,4,2,4,4,4,2,5,3.2
276,1,1,5,1,1,AL16IG5,männlich,28,4,5,5,3,6,3,6,7,4,6,3,6,1,2,1,1,1,4.833333333333333,1.2
277,1,1,5,1,1,at26rg2,weiblich,21,5,6,5,6,4,6,7,7,5,5,4,6,2,3,3,4,3,5.5,3
278,1,1,5,1,3,IS13UM6,weiblich,27,5,6,6,5,4,5,6,6,6,4,4,6,5,4,4,5,4,5.25,4.4
279,1,1,5,1,2,UK11RG8,männlich,25,4,5,5,2,2,5,5,6,5,4,4,5,3,2,3,3,3,4.333333333333333,2.8
280,1,1,5,1,2,UR03KU2,weiblich,21,5,4,5,5,4,5,3,2,5,4,5,5,5,3,3,3,4,4.333333333333333,3.6
281,1,1,5,1,2,SI15RD9,weiblich,33,4,3,3,3,3,4,3,3,6,4,4,3,3,3,3,4,3,3.5833333333333335,3.2
283,1,1,5,1,2,HR06ST9,männlich,24,5,5,3,6,3,6,5,6,6,6,5,5,5,4,4,5,4,5.083333333333333,4.4
284,1,1,5,1,1,MI07AU8,weiblich,26,4,5,3,3,4,5,6,6,6,6,4,6,2,4,4,4,2,4.833333333333333,3.2
285,1,1,5,1,1,AN12RL4,männlich,19,7,6,7,4,2,7,7,6,6,6,7,6,6,5,6,1,5,5.916666666666667,4.6
286,1,1,5,1,5,RI01OT2,männlich,21,3,5,5,5,4,6,4,6,5,4,5,4,4,6,2,4,4,4.666666666666667,4
287,1,1,5,1,2,IC22LM1,weiblich,22,1,3,3,2,1,7,3,6,4,3,1,5,2,5,3,1,1,3.25,2.4
288,1,1,5,1,2,UI01LM9,weiblich,25,4,5,6,6,4,6,6,7,6,4,1,2,3,5,3,4,3,4.75,3.6
289,1,1,5,1,5,AR28EN7,weiblich,26,5,5,5,5,5,4,6,6,5,5,4,5,5,5,4,5,5,5,4.8
290,1,1,5,1,5,OS09EN1,männlich,22,2,5,3,1,1,2,4,6,3,3,2,2,2,4,3,3,2,2.8333333333333335,2.8
292,1,1,5,1,4,LI12RG0,weiblich,23,3,3,5,7,1,7,4,7,5,5,6,3,3,4,3,3,5,4.666666666666667,3.6
294,1,1,5,1,5,EO25UM9,weiblich,25,4,4,2,2,6,1,4,7,4,4,1,4,1,1,1,1,1,3.5833333333333335,1
295,1,1,5,1,2,AR30HE3,weiblich,30,3,4,5,2,7,1,4,7,6,4,4,6,3,3,4,4,3,4.416666666666667,3.4
296,1,1,5,1,5,NA26IV4,weiblich,20,5,5,5,5,3,5,6,6,6,6,6,6,3,3,2,3,2,5.333333333333333,2.6
297,1,1,5,1,1,NN31EN6,weiblich,27,3,5,3,1,3,4,5,7,6,4,4,5,2,3,4,4,2,4.166666666666667,3
298,1,1,5,1,3,AN22RS7,männlich,26,6,5,4,2,3,6,5,6,6,3,5,6,2,2,1,2,2,4.75,1.8
299,1,1,5,1,4,OA28RN0,weiblich,23,1,7,3,6,3,4,5,7,6,6,3,7,1,3,2,1,1,4.833333333333333,1.6
300,1,1,5,1,1,OE03EN7,weiblich,26,2,4,4,3,4,1,4,4,3,4,3,6,2,3,3,4,3,3.5,3
301,1,1,5,1,5,NN19RG0,weiblich,23,2,4,2,2,1,1,3,4,5,6,2,5,6,5,5,5,5,3.0833333333333335,5.2
302,1,1,5,1,3,ND04TZ5,männlich,28,2,3,3,1,1,3,4,5,3,2,1,2,1,1,1,1,1,2.5,1
303,1,1,5,1,4,AO12CH2,weiblich,22,5,4,4,6,6,5,6,6,6,5,5,6,3,5,4,5,4,5.333333333333333,4.2
304,1,1,5,1,1,Ug18os3,männlich,31,2,7,3,3,2,3,5,7,5,1,3,4,3,1,2,2,2,3.75,2
305,1,1,5,1,4,Zl22UR7,männlich,27,7,7,7,7,1,1,7,7,7,7,7,7,6,6,6,6,3,6,5.4
306,1,1,5,1,1,NA30TT1,weiblich,22,7,6,6,7,3,7,7,7,6,6,7,6,6,6,6,6,3,6.25,5.4
307,1,1,5,1,1,AN01RA0,weiblich,23,1,1,1,4,6,1,5,2,1,1,4,4,1,4,1,3,1,2.5833333333333335,2
308,1,1,5,1,3,AR23LD7,weiblich,27,4,5,5,5,3,3,5,6,5,4,5,5,3,2,3,2,3,4.583333333333333,2.6
309,1,1,5,1,3,EA29RN0,weiblich,23,3,3,4,3,4,2,3,3,3,3,3,3,2,3,2,2,3,3.0833333333333335,2.4
310,1,1,5,1,2,AL10AL3,weiblich,21,5,4,4,4,3,1,6,7,5,5,3,5,1,3,5,3,4,4.333333333333333,3.2
311,1,1,5,1,2,NG13IL2,weiblich,22,6,6,6,6,4,6,6,6,6,6,6,6,4,5,5,5,4,5.833333333333333,4.6
312,1,1,5,1,5,AN29IN1,weiblich,23,4,6,5,3,2,1,4,4,5,5,4,6,3,4,3,4,3,4.083333333333333,3.4
313,1,1,5,1,3,AL10DA2,weiblich,21,6,5,5,6,4,7,4,5,6,6,6,6,2,4,4,4,3,5.5,3.4
314,1,1,5,1,4,ND14SK1,männlich,23,7,6,6,6,3,7,7,6,6,6,4,7,3,4,5,4,3,5.916666666666667,3.8
315,1,1,5,1,2,HM01ZA5,männlich,28,7,6,4,6,1,7,6,7,7,6,7,7,5,4,4,4,4,5.916666666666667,4.2
316,1,1,5,1,2,EB15RS0,weiblich,23,3,5,5,4,3,5,5,6,5,3,5,3,3,4,5,4,1,4.333333333333333,3.4
317,1,1,5,1,2,le08rn0,männlich,23,5,5,4,5,3,5,5,5,4,5,4,6,2,3,2,3,3,4.666666666666667,2.6
318,1,1,5,1,4,AH22ED8,weiblich,25,4,2,3,5,5,3,6,5,3,3,3,2,2,5,4,3,3,3.6666666666666665,3.4
319,1,1,5,1,1,AU14ID3,weiblich,20,4,5,2,2,3,3,4,6,5,4,5,5,4,5,6,5,3,4,4.6
320,1,1,5,1,1,LI02RN4,weiblich,19,2,7,2,2,2,5,5,6,3,4,2,4,3,5,5,4,2,3.6666666666666665,3.8
321,1,1,5,1,3,TE01RN2,weiblich,21,6,5,7,6,6,1,7,7,7,6,5,7,5,5,5,6,6,5.833333333333333,5.4
322,1,1,5,1,4,EA13UN0,weiblich,23,4,5,2,5,3,1,5,6,5,4,4,4,2,2,3,2,3,4,2.4
323,1,1,5,1,1,HI02IN4,männlich,30,4,5,2,6,3,1,4,6,5,4,4,3,1,1,1,2,1,3.9166666666666665,1.2
324,1,1,5,1,4,AS14EN9,männlich,25,1,3,1,1,7,1,5,4,2,4,2,5,1,3,1,3,1,3,1.8
325,1,1,5,1,5,EN27RN4,weiblich,29,2,1,3,3,4,1,4,3,3,3,3,4,1,5,1,1,1,2.8333333333333335,1.8
326,1,1,5,1,5,JN08RN0,weiblich,23,4,2,4,2,4,1,4,3,5,5,4,5,2,4,4,4,3,3.5833333333333335,3.4
327,1,1,5,1,2,IC27RN9,non-binär/divers,34,2,5,2,2,2,2,3,7,3,5,3,5,2,3,4,2,2,3.4166666666666665,2.6
328,1,1,5,1,3,EF31RG1,weiblich,23,6,4,6,5,6,5,6,7,6,6,4,6,2,2,2,2,2,5.583333333333333,2
329,1,1,5,1,1,EA07CH0,weiblich,23,3,4,4,5,5,1,5,6,4,4,4,4,3,3,4,4,3,4.083333333333333,3.4
330,1,1,5,1,2,UK22RG5,männlich,28,5,6,2,3,2,6,4,7,3,4,6,3,5,3,4,5,3,4.25,4
331,1,1,5,1,1,DE24EN0,weiblich,24,3,4,2,2,1,1,5,3,4,3,1,3,1,2,2,3,2,2.6666666666666665,2
332,1,1,5,1,1,IC07TT2,non-binär/divers,21,4,2,3,7,3,4,7,3,5,4,6,6,4,5,5,4,4,4.5,4.4
333,1,1,5,1,5,HA07AU9,weiblich,24,6,3,4,5,4,2,6,6,6,5,6,6,1,3,1,1,1,4.916666666666667,1.4
334,1,1,5,1,2,IV12EN0,weiblich,24,4,5,4,3,5,1,5,5,4,5,4,6,2,3,1,3,1,4.25,2
336,1,1,5,1,2,HR08EL1,weiblich,23,3,4,2,2,1,5,4,4,3,4,3,5,3,5,5,3,3,3.3333333333333335,3.8
337,1,1,5,1,4,AR08RA1,männlich,23,5,6,4,5,3,5,6,5,3,4,4,5,3,4,4,4,3,4.583333333333333,3.6
338,1,1,5,1,5,MA10RG3,weiblich,20,3,5,5,3,3,5,5,7,4,5,4,3,2,4,4,4,2,4.333333333333333,3.2
341,1,1,5,1,2,EO29UN9,weiblich,24,6,5,4,4,5,5,5,5,5,5,4,5,2,3,3,3,3,4.833333333333333,2.8
342,1,1,5,1,2,il22ch2,männlich,31,3,4,2,1,3,5,3,5,3,4,3,5,2,2,2,2,2,3.4166666666666665,2
343,1,1,5,1,4,AT03EN8,weiblich,26,5,5,5,6,4,3,6,6,5,5,6,5,2,5,4,3,1,5.083333333333333,3
344,1,1,5,1,1,is21gr5,männlich,24,2,2,2,3,3,2,4,2,3,3,4,4,2,4,3,3,3,2.8333333333333335,3
345,1,1,5,1,2,AR12OK1,weiblich,23,7,7,7,7,1,3,7,7,6,6,7,6,5,4,3,3,3,5.916666666666667,3.6
346,1,1,5,1,2,IM07EN3,männlich,21,4,6,5,5,4,4,5,6,6,6,3,2,3,3,2,5,3,4.666666666666667,3.2
347,1,1,5,1,1,AS08LZ5,weiblich,28,4,5,7,5,3,5,5,7,7,5,7,7,3,4,4,5,3,5.583333333333333,3.8
348,1,1,5,1,1,t5dl3s4,weiblich,34,1,2,7,1,3,1,1,1,1,7,1,1,2,4,4,4,3,2.25,3.4
349,1,1,5,1,1,mi17im1,weiblich,23,2,4,3,3,1,3,3,6,1,6,1,6,2,1,1,2,2,3.25,1.6
350,1,1,5,1,3,HS19ND3,weiblich,20,1,5,2,6,2,5,5,6,2,4,1,4,3,4,4,4,3,3.5833333333333335,3.6
351,1,1,5,1,1,IS23RN2,weiblich,22,5,7,4,5,5,5,5,7,6,5,4,6,5,5,5,5,3,5.333333333333333,4.6
352,1,1,5,1,2,AB09AU7,weiblich,25,4,4,5,6,3,3,5,6,5,4,5,5,3,3,4,3,3,4.583333333333333,3.2
353,1,1,5,1,4,EV01ST9,männlich,24,5,3,2,3,3,4,3,4,5,6,3,5,4,4,3,3,2,3.8333333333333335,3.2
354,1,1,5,1,2,HO01OH7,männlich,27,2,6,6,3,5,7,6,7,3,2,3,5,5,5,5,3,3,4.583333333333333,4.2
355,1,1,5,1,2,DA20EN3,männlich,21,4,3,5,3,2,3,1,3,3,7,3,4,1,1,1,2,1,3.4166666666666665,1.2
356,1,1,5,1,3,ON15IL7,weiblich,26,5,4,5,6,5,6,7,6,5,5,4,7,5,3,2,4,5,5.416666666666667,3.8
357,1,1,5,1,4,AL21RG9,weiblich,24,5,3,5,7,4,1,6,6,5,5,6,4,2,2,2,2,2,4.75,2
359,1,1,5,1,5,IM17EE0,männlich,24,3,5,3,4,3,3,5,6,5,4,3,4,2,2,2,2,2,4,2
360,1,1,5,1,3,AR11ER7,männlich,25,3,5,3,4,3,5,5,6,3,4,3,4,2,3,2,2,2,4,2.2
361,1,1,5,1,5,AV25EN4,männlich,19,5,5,5,5,3,4,6,6,4,4,4,5,3,3,3,3,3,4.666666666666667,3
362,1,1,5,1,3,RY03AN3,männlich,20,7,1,7,7,7,7,7,7,7,1,7,7,1,1,2,1,1,6,1.2
363,1,1,5,1,3,AR11RG0,weiblich,23,4,6,6,7,2,5,7,5,6,6,4,6,4,4,5,6,5,5.333333333333333,4.8
364,1,1,5,1,1,oh18de4,weiblich,20,4,3,4,2,5,1,6,5,5,5,5,2,2,4,5,2,2,3.9166666666666665,3
365,1,1,5,1,5,OB05LL0,weiblich,23,4,5,6,4,4,4,4,7,5,3,3,6,3,3,3,3,2,4.583333333333333,2.8
366,1,1,5,1,5,HR13en1,weiblich,23,5,6,7,6,1,6,6,7,6,6,5,5,4,4,3,5,3,5.5,3.8
367,1,1,5,1,3,AT16EN8,weiblich,25,3,6,5,4,3,3,6,6,5,3,3,5,3,3,4,3,2,4.333333333333333,3
368,1,1,5,1,3,AT16NO0,weiblich,24,4,6,4,3,1,1,4,6,4,4,4,4,5,5,4,5,5,3.75,4.8
369,1,1,5,1,1,UC30RG2,männlich,21,5,6,3,4,2,3,4,6,6,5,5,6,3,3,2,3,2,4.583333333333333,2.6
370,1,1,5,1,1,GO29IS3,männlich,31,6,4,2,4,1,6,3,6,6,6,4,7,3,3,3,3,3,4.583333333333333,3
371,1,1,5,1,3,AC21EN5,weiblich,29,7,7,7,7,4,5,7,7,7,7,7,7,1,2,2,2,1,6.583333333333333,1.6
372,1,1,5,1,1,IM02EN2,männlich,21,6,5,3,6,4,3,6,3,5,5,4,5,6,5,5,6,5,4.583333333333333,5.4
373,1,1,5,1,3,AR07EN1,weiblich,23,5,3,2,3,4,4,4,5,5,5,5,5,2,4,2,4,3,4.166666666666667,3
374,1,1,5,1,3,IR28ER7,non-binär/divers,27,2,4,2,4,5,1,6,5,2,2,3,5,4,6,6,5,5,3.4166666666666665,5.2
375,1,1,5,1,5,ea17rg0,weiblich,24,6,6,4,6,2,6,6,6,6,5,5,6,1,1,6,1,1,5.333333333333333,2
376,1,1,5,1,3,EA19RN3,weiblich,21,6,5,4,6,1,5,6,6,6,6,6,7,3,4,4,4,3,5.333333333333333,3.6
377,1,1,5,1,3,AR12HL0,männlich,23,2,7,4,2,2,5,5,7,4,3,6,6,1,5,3,5,3,4.416666666666667,3.4
378,1,1,5,1,3,An30rg8,weiblich,36,4,3,4,4,2,6,5,6,4,4,4,4,3,3,4,3,3,4.166666666666667,3.2
379,1,1,5,1,5,LE10TE9,männlich,34,2,4,2,2,2,7,6,7,4,5,5,3,5,4,4,5,4,4.083333333333333,4.4
380,1,1,5,1,3,AU15RG8,männlich,35,3,4,3,4,3,5,4,5,3,5,5,5,2,3,2,3,3,4.083333333333333,2.6
381,1,1,5,1,5,AU06ST4,weiblich,30,1,4,3,2,2,5,3,6,4,1,2,3,3,4,4,3,3,3,3.4
382,1,1,5,1,4,ED21GE9,männlich,35,4,4,4,4,4,1,6,4,4,5,4,4,3,3,1,3,3,4,2.6
383,1,1,5,1,3,Ri27rg9,weiblich,34,3,4,4,4,4,3,4,6,3,4,4,4,3,4,4,4,3,3.9166666666666665,3.6
384,1,1,5,1,2,EL16YZ4,weiblich,20,3,5,3,5,5,1,4,2,4,3,3,3,2,4,3,3,1,3.4166666666666665,2.6
